"Price"
"1""$850,000"
"2""$850,000"
"3""$949,999"
"4""$419,000"
"5""$418,990"
"6""$519,000"
"7""$75,000"
"8""$429,000"
"9""$785,000"
"10""$360,000"
"11""$395,000"
"12""$539,000"
"13""$249,999"
"14""$845,000"
"15""$279,000"
"16""$485,000"
"17""$499,000"
"18""$525,000"
"19""$779,000"
"20""$490,000"
"21""$119,000"
"22""$462,000"
"23""$188,700"
"24""$675,000"
"25""$290,000"
"26""$629,000"
"27""$165,000"
"28""$119,000"
"29""$274,999"
"30""$195,000"
"31""$399,000"
"Price"
"1""$425,000"
"2""$425,000"
"3""$479,000"
"4""$395,000"
"5""$595,000"
"6""$340,000"
"7""$335,000"
"8""$499,000"
"9""$550,000"
"10""$449,000"
"11""$45,000"
"12""$547,000"
"13""$99,000"
"14""$396,900"
"15""$385,000"
"16""$649,000"
"17""$429,000"
"18""$182,500"
"19""$149,900"
"20""$499,000"
"21""$599,000"
"22""$123,000"
"23""$185,000"
"24""$324,900"
"25""$190,000"
"26""$425,000"
"27""$200,000"
"28""$325,000"
"29""$379,000"
"30""$445,000"
"31""$179,900"
"Price"
"1""$299,000"
"2""$299,000"
"3""$242,000"
"4""$170,000"
"5""$273,500"
"6""$165,000"
"7""$519,000"
"8""$190,000"
"9""$535,000"
"10""$195,000"
"11""$240,000"
"12""$579,000"
"13""$549,000"
"14""$549,000"
"15""$500,000"
"16""$125,000"
"17""Contact For Estimate"
"18""Contact For Estimate"
"19""Contact For Estimate"
"20""Contact For Estimate"
"21""Contact For Estimate"
"22""$1,295,000"
"23""$509,000"
"24""$755,000"
"25""$639,000"
"26""$600,000"
"27""$182,000"
"28""$589,000"
"29""$550,000"
"30""$375,000"
"31""$269,875"
"Price"
"1""$299,000"
"2""$299,000"
"3""$242,000"
"4""$170,000"
"5""$273,500"
"6""$165,000"
"7""$519,000"
"8""$190,000"
"9""$535,000"
"10""$195,000"
"11""$240,000"
"12""$579,000"
"13""$549,000"
"14""$549,000"
"15""$500,000"
"16""$125,000"
"17""Contact For Estimate"
"18""Contact For Estimate"
"19""Contact For Estimate"
"20""Contact For Estimate"
"21""Contact For Estimate"
"22""$1,295,000"
"23""$509,000"
"24""$755,000"
"25""$639,000"
"26""$600,000"
"27""$182,000"
"28""$589,000"
"29""$550,000"
"30""$375,000"
"31""$269,875"
"Price"
"1""$425,000"
"2""$425,000"
"3""$649,000"
"4""$89,900"
"5""$99,000"
"6""$649,000"
"7""$145,000"
"8""$509,000"
"9""$149,000"
"10""$389,000"
"11""$149,000"
"12""$395,000"
"13""$578,000"
"14""$525,000"
"15""$250,000"
"16""$349,000"
"17""$425,000"
"18""$499,999"
"19""$695,000"
"20""$50,000"
"21""$649,000"
"22""$249,000"
"23""$89,900"
"24""$379,000"
"25""$560,000"
"26""$389,000"
"27""$189,000"
"28""$445,000"
"29""$210,000"
"30""$389,875"
"31""$639,999"
"Price"
"1""$425,000"
"2""$425,000"
"3""$649,000"
"4""$89,900"
"5""$99,000"
"6""$649,000"
"7""$145,000"
"8""$509,000"
"9""$149,000"
"10""$389,000"
"11""$149,000"
"12""$395,000"
"13""$578,000"
"14""$525,000"
"15""$250,000"
"16""$349,000"
"17""$425,000"
"18""$499,999"
"19""$695,000"
"20""$50,000"
"21""$649,000"
"22""$249,000"
"23""$89,900"
"24""$379,000"
"25""$560,000"
"26""$389,000"
"27""$189,000"
"28""$445,000"
"29""$210,000"
"30""$389,875"
"31""$639,999"
"Price"
"1""$699,000"
"2""$699,000"
"3""$265,000"
"4""$239,000"
"5""$260,000"
"6""$60,000"
"7""$185,000"
"8""$79,999"
"9""$116,000"
"10""$549,000"
"11""$539,000"
"12""$215,000"
"13""$116,000"
"14""$499,000"
"15""$510,000"
"16""$729,000"
"17""$499,000"
"18""$460,000"
"19""$849,999"
"20""$110,000"
"21""$104,000"
"22""$177,900"
"23""$70,000"
"24""$649,000"
"25""$538,000"
"26""$479,000"
"27""$549,999"
"28""$120,000"
"29""$120,000"
"30""$199,000"
"31""$179,900"
"Price"
"1""$699,000"
"2""$699,000"
"3""$265,000"
"4""$239,000"
"5""$260,000"
"6""$60,000"
"7""$185,000"
"8""$79,999"
"9""$116,000"
"10""$549,000"
"11""$539,000"
"12""$215,000"
"13""$116,000"
"14""$499,000"
"15""$510,000"
"16""$729,000"
"17""$499,000"
"18""$460,000"
"19""$849,999"
"20""$110,000"
"21""$104,000"
"22""$177,900"
"23""$70,000"
"24""$649,000"
"25""$538,000"
"26""$479,000"
"27""$549,999"
"28""$120,000"
"29""$120,000"
"30""$199,000"
"31""$179,900"
"Price"
"1""$122,500"
"2""$122,500"
"3""$725,000"
"4""$170,000"
"5""$100,000"
"6""$120,000"
"7""$649,000"
"8""$525,000"
"9""$300,000"
"10""$250,000"
"11""$699,000"
"12""$185,000"
"13""$315,000"
"14""$99,000"
"15""$575,000"
"16""$448,050"
"17""$550,000"
"18""$99,999"
"19""$125,000"
"20""$1,750,000"
"21""$230,000"
"22""$435,000"
"23""$209,000"
"24""$499,000"
"25""$130,000"
"26""$439,000"
"27""$650,000"
"28""$699,000"
"29""$579,000"
"30""$730,000"
"31""$479,000"
"Price"
"1""$122,500"
"2""$122,500"
"3""$725,000"
"4""$170,000"
"5""$100,000"
"6""$120,000"
"7""$649,000"
"8""$525,000"
"9""$300,000"
"10""$250,000"
"11""$699,000"
"12""$185,000"
"13""$315,000"
"14""$99,000"
"15""$575,000"
"16""$448,050"
"17""$550,000"
"18""$99,999"
"19""$125,000"
"20""$1,750,000"
"21""$230,000"
"22""$435,000"
"23""$209,000"
"24""$499,000"
"25""$130,000"
"26""$439,000"
"27""$650,000"
"28""$699,000"
"29""$579,000"
"30""$730,000"
"31""$479,000"
"Price"
"1""$220,000"
"2""$220,000"
"3""$649,000"
"4""$598,000"
"5""$559,000"
"6""$599,000"
"7""$82,000"
"8""$80,100"
"9""$679,000"
"10""$380,000"
"11""$769,000"
"12""$340,000"
